time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/clip_fraction,train/entropy_loss,train/clip_range,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance
713,241664,60.44752434,338,118,493.42,0.0208984375,-0.6662898203358054,0.2,1170,571.6218872070312,0.0003,178.29446829259396,0.0025936272,-0.0027823925323900768,0.6393502652645111
714,243712,59.853580650000005,341,119,500.22,0.063330078125,-0.64819903280586,0.2,1180,29.60010528564453,0.0003,116.33296072036028,0.003986214,-0.001990181125802337,0.6485792994499207
715,245760,61.49304863000001,343,120,505.33,0.07333984375,-0.6262154525145889,0.2,1190,69.3827896118164,0.0003,160.21853020191193,0.008468436,-0.003739406643580878,0.7269144654273987
716,247808,63.61377693,346,121,508.13,0.115380859375,-0.6599582670256495,0.2,1200,6.294423580169678,0.0003,56.67204415500164,0.011603034,-0.0017030761431669817,0.909022755920887
717,249856,61.705275769999986,348,122,511.22,0.08115234375,-0.739794808626175,0.2,1210,9.212440490722656,0.0003,97.6520869910717,0.0071360795,-0.0033292424370301886,0.5891239047050476
718,251904,63.153027249999994,350,123,512.52,0.054248046875,-0.6990441346541048,0.2,1220,8.616464614868164,0.0003,157.56320350170137,0.005561553,-0.0035109644595650025,0.5555461049079895
1216,2048,-46.18,1,1,394.8,0.099560546875,-0.6642998438328505,0.2,1230,1.867499828338623,0.0003,58.993397450819614,0.005029615,-0.001150487858831184,0.7104831039905548
1060,4096,-45.147999999999996,3,2,391.6,0.079931640625,-0.7227490790188312,0.2,1240,22.447145462036133,0.0003,117.65216625630856,0.006072163,-0.001424626851803623,0.701946884393692
1009,6144,-33.49066666666666,6,3,408.1333333333333,0.074658203125,-0.7241399064660072,0.2,1250,60.954185485839844,0.0003,118.81499931812286,0.006281959,-0.00134920045020408,0.6168777942657471
975,8192,-22.627222222222223,8,4,417.55555555555554,0.0498046875,-0.6826807264238596,0.2,1260,13.50497055053711,0.0003,114.2012465685606,0.0062544495,-0.005074095790041611,0.5800186097621918
916,10240,-24.509999999999998,11,5,473.23809523809524,0.054931640625,-0.6335908645763993,0.2,1270,8.64844799041748,0.0003,31.628054985404013,0.003519076,-0.0009190986478643026,0.863399401307106
900,12288,-26.644399999999997,13,6,481.28,0.101611328125,-0.6302306394092738,0.2,1280,0.8037734031677246,0.0003,5.226076789014042,0.009191072,-0.0008146484120516107,0.9386857934296131
905,14336,-16.586,15,7,467.1333333333333,0.04052734375,-0.5428274048492312,0.2,1290,4.480836868286133,0.0003,52.20057740807533,0.003211318,-0.003546879985515261,0.8523405492305756
884,16384,-13.48676470588235,18,8,472.9117647058824,0.122119140625,-0.7002778416499496,0.2,1300,8.205293655395508,0.0003,13.111234318464994,0.011412707,-0.004673454684962053,0.966161023825407
889,18432,-10.737499999999997,20,9,459.15,0.0365234375,-0.673503166809678,0.2,1310,0.5910565853118896,0.0003,10.725848776474596,0.004033215,-0.00088238869466295,0.9296736866235733
895,20480,-4.969333333333329,22,10,451.8666666666667,0.098046875,-0.631973652355373,0.2,1320,13.467734336853027,0.0003,65.24121467024088,0.012364226,0.001062316219395143,0.8453665375709534
891,22528,-4.152083333333331,25,11,462.6041666666667,0.066455078125,-0.6444235710427165,0.2,1330,3.847024917602539,0.0003,21.76737022921443,0.0047602346,-0.0023264798597665503,0.9539500623941422
897,24576,0.91814814814815,27,12,453.0740740740741,0.078125,-0.6005509794689715,0.2,1340,0.7871392369270325,0.0003,8.014199382998049,0.003581219,0.0011155300104292109,0.9609268456697464
906,26624,4.77169491525424,29,13,446.03389830508473,0.05341796875,-0.6132694724015891,0.2,1350,12.209188461303711,0.0003,22.188077814877033,0.004581591,-0.0023049305425956847,0.9669835343956947
