rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_len_mean,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/clip_range,train/entropy_loss,train/explained_variance
-350.69100000000003,76,57344,747,28,539.74,45.81950759887695,1500,-0.004374448335147463,0.08544921875,0.0003,102.47718514204026,0.0077241426,0.2,-0.6538091169670224,0.9369139969348907
-344.88700000000006,79,59392,749,29,538.03,6.733195781707764,1510,-0.001747939782217145,0.07001953125,0.0003,36.943322741240266,0.00970356,0.2,-0.6586333984509111,0.9780481923371553
-332.305,81,61440,752,30,522.11,10.396270751953125,1520,-0.001839516886684578,0.115673828125,0.0003,36.451745216548446,0.00909199,0.2,-0.6677362717688083,0.9806166291236877
-325.592,84,63488,750,31,516.86,13.022233009338379,1530,-0.0005936417379416526,0.019482421875,0.0003,101.77272675931454,0.004062154,0.2,-0.5727098085917532,0.9322677925229073
-313.845,86,65536,753,32,508.93,4.883991241455078,1540,-0.00047869128320598975,0.053466796875,0.0003,27.30731369033456,0.0048007146,0.2,-0.6007639331743121,0.9770058505237103
-305.034,89,67584,757,33,491.76,27.639659881591797,1550,-0.0029971694064443,0.11669921875,0.0003,51.256544161587954,0.010837182,0.2,-0.6518868040293455,0.9719263687729836
-304.345,91,69632,759,34,496.0,15.898942947387695,1560,-0.002808500693208771,0.036279296875,0.0003,83.78243437707424,0.0031085187,0.2,-0.613628619723022,0.9618921726942062
-300.409,94,71680,757,35,502.55,0.7732546329498291,1570,-0.0013326124440936836,0.09423828125,0.0003,44.18416013158858,0.033678845,0.2,-0.7283330820500851,0.967307586222887
-294.854,97,73728,760,36,499.87,5.756706714630127,1580,-0.001566306475433521,0.06328125,0.0003,50.01079512685537,0.0047726,0.2,-0.6949244046583771,0.9637348689138889
-288.2195,99,75776,761,37,500.2,25.93170738220215,1590,-0.003610178751841886,0.101611328125,0.0003,78.37735535800456,0.010793339,0.2,-0.6723230829462409,0.9537801779806614
-285.60200000000003,102,77824,761,38,507.65,22.942296981811523,1600,-0.00011593882882152685,0.0435546875,0.0003,59.39574870467186,0.007100207,0.2,-0.6222781743854284,0.9711466263979673
-282.81850000000003,104,79872,765,39,501.11,10.968381881713867,1610,-0.003917864946561167,0.142529296875,0.0003,33.682501377165316,0.009377671,0.2,-0.6783592250198126,0.9747981000691652
-277.4245,107,81920,764,40,502.38,9.31611156463623,1620,-0.0024802867559628795,0.0412109375,0.0003,44.56406622976065,0.002780956,0.2,-0.6698597213253379,0.9744408763945103
-276.5925,109,83968,765,41,510.92,15.739642143249512,1630,-0.002717955913976766,0.05185546875,0.0003,56.723033491522074,0.006139065,0.2,-0.6527340758591891,0.9672841913998127
-270.703,111,86016,770,42,508.33,0.49625158309936523,1640,0.0015684233028878225,0.105615234375,0.0003,14.362327451258897,0.007884696,0.2,-0.6854309104382992,0.9869433538988233
-265.48350000000005,114,88064,771,43,509.96,49.1706428527832,1650,-0.0021504108983208424,0.077294921875,0.0003,103.17742699086666,0.004892677,0.2,-0.6764044908806681,0.9339316338300705
-258.3025,116,90112,774,44,504.91,5.707218170166016,1660,-0.0009710151338367723,0.0263671875,0.0003,33.49634482078254,0.003163113,0.2,-0.6330131880939007,0.9756869599223137
-248.37299999999996,118,92160,778,45,501.61,19.505382537841797,1670,-0.005206464577349834,0.027783203125,0.0003,57.5911419659853,0.0052777478,0.2,-0.6144559277221561,0.9709175247699022
-243.2545,120,94208,780,46,498.5,29.7613468170166,1680,-0.0011354081230820156,0.03359375,0.0003,50.928710013628006,0.0036764354,0.2,-0.6276677619665861,0.9757300708442926
-240.727,122,96256,784,47,498.41,37.09246063232422,1690,-0.0022090007463702933,0.0421875,0.0003,26.708982714265584,0.0038084858,0.2,-0.6590534143149853,0.9781213905662298
-233.22549999999998,125,98304,784,48,489.06,33.68546676635742,1700,2.718805626500398e-05,0.030712890625,0.0003,128.83633297085763,0.0031844734,0.2,-0.5656413434073329,0.9389384910464287
-229.68150000000003,128,100352,783,49,493.96,6.704998016357422,1710,-0.0035823008976876734,0.068408203125,0.0003,28.35149905011058,0.005848882,0.2,-0.6061370339244604,0.9791007731109858
