rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/clip_range,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss
491.77,27,65,55296,846,-312.90968986,0.2,0.8973238617181778,0.0050004693,167.52580363973976,0.0003,0.06650390625,-0.6993072904646397,16.331911087036133,1490,-0.0020728405012050643
496.96,28,67,57344,844,-311.06552686,0.2,0.8455710709095001,0.0036371052,200.063643309474,0.0003,0.0384765625,-0.7596465652808547,7.465490341186523,1500,-0.0016348260127415416
493.95,29,70,59392,841,-305.73041746,0.2,0.9232310205698013,0.0046215374,56.64706800617277,0.0003,0.05908203125,-0.6588078632950782,7.521162986755371,1510,0.00023440573604602833
495.09,30,73,61440,839,-305.05767226,0.2,0.8653727322816849,0.0051043695,162.69279034733773,0.0003,0.045654296875,-0.6681514192372561,25.626298904418945,1520,-0.001954957110865507
485.83,31,75,63488,840,-300.39459515000004,0.2,0.8732538223266602,0.0023068027,123.62581783831119,0.0003,0.03916015625,-0.6218094535171985,20.76549530029297,1530,-0.0013114980607497272
481.81,32,77,65536,842,-299.54562747000006,0.2,0.7605536878108978,0.006569742,184.3853466719389,0.0003,0.029296875,-0.6787591584026813,84.64244079589844,1540,-0.0017378744945744985
487.25,33,81,67584,828,-303.34394391,0.2,0.8828953877091408,0.009920558,197.837622320652,0.0003,0.0892578125,-0.7015184286050499,14.996923446655273,1550,-0.003433533374845865
496.56,34,84,69632,826,-301.22634875,0.2,0.9399208165705204,0.008573912,56.81456967517734,0.0003,0.102001953125,-0.6399665119126439,19.710773468017578,1560,0.0010167757791350596
502.26,35,86,71680,827,-298.69412629,0.2,0.8914204984903336,0.0047852616,121.24585312455892,0.0003,0.06376953125,-0.6946845844388008,56.044403076171875,1570,-0.00015830886113690212
502.39,36,89,73728,827,-295.15234269000007,0.2,0.22159016132354736,0.009275223,167.2243487149477,0.0003,0.10283203125,-0.6256248760968447,17.78218650817871,1580,-0.004188124168649665
486.85,37,91,75776,831,-294.01355421999995,0.2,0.8951158821582794,0.00700624,112.4786387398839,0.0003,0.044970703125,-0.6254078296944499,19.01260757446289,1590,-0.0004981499798304867
488.57,38,93,77824,831,-291.33637365999994,0.2,0.7162173986434937,0.0014036236,297.50763310194014,0.0003,0.027001953125,-0.6019438935443759,45.11308288574219,1600,-0.0009007604188809637
492.59,39,96,79872,831,-291.33881513999995,0.2,0.9093333184719086,0.0061139297,88.70384564846754,0.0003,0.050439453125,-0.6414575418457389,11.824930191040039,1610,-0.0024365806420973968
497.07,40,98,81920,831,-291.68424137,0.2,0.9429687894880772,0.004576267,46.55113001689315,0.0003,0.1134765625,-0.6583965500816703,1.9718422889709473,1620,-0.0004882902241661214
493.99,41,100,83968,835,-296.49363565000004,0.2,0.950667317956686,0.008170861,84.12338666468858,0.0003,0.079345703125,-0.74267139416188,4.403416156768799,1630,-0.0014788003143621608
492.04,42,102,86016,835,-300.8972999,0.2,0.5928925573825836,0.0075146463,138.48872598707675,0.0003,0.058544921875,-0.701625476963818,8.89826488494873,1640,-0.0027310542049235665
498.78,43,105,88064,832,-301.67275126,0.2,0.8763251528143883,0.00938109,114.41748284846544,0.0003,0.100341796875,-0.6986521754413844,10.127376556396484,1650,-0.00315440733320429
502.92,44,107,90112,835,-301.34094763999997,0.2,0.8287400752305984,0.006185578,84.79994544237852,0.0003,0.054443359375,-0.6239522287622095,4.314788341522217,1660,-0.0004919114944641478
833.0,1,3,2048,650,102.5308885,0.2,0.7421165704727173,0.00970676,182.87044929265977,0.0003,0.040380859375,-0.6518607618287205,29.672504425048828,1670,-0.0015455692384421127
767.0,2,6,4096,620,80.5965554,0.2,0.5851486325263977,0.013398342,71.47304565757513,0.0003,0.117529296875,-0.667433619312942,7.3896708488464355,1680,-0.0022093884079367855
738.375,3,9,6144,636,83.673206,0.2,0.6724959015846252,0.032786872,92.27103816270828,0.0003,0.147607421875,-0.6214746135286987,403.4531555175781,1690,-0.0037641732007614335
713.9090909090909,4,12,8192,662,92.06352436363635,0.2,0.34781789779663086,0.006595325,97.86206037700177,0.0003,0.09267578125,-0.7216808676719666,10.225258827209473,1700,-0.001568795531784417
721.3571428571429,5,15,10240,645,63.611604714285704,0.2,0.3106774687767029,0.0062145023,83.26148523837328,0.0003,0.058837890625,-0.7490990342572331,3.317917585372925,1710,-0.0007125043430278311
