time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/n_updates,train/loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction
27,624.1363636363636,786,55296,-426.1364692840909,70,-0.7411684056743979,-0.001040446943443385,125.148047965765,1490,103.1956558227539,0.2,0.0003,0.004370189,0.8377327024936676,0.0568359375
28,615.7741935483871,787,57344,-426.77978299999995,72,-0.6987257208675146,-0.0011168976991029922,114.85577531456947,1500,16.98065185546875,0.2,0.0003,0.008257728,0.9033504948019981,0.089599609375
29,616.625,784,59392,-425.8717605416667,75,-0.7432025285437703,-0.0007755840713798534,175.77810020446776,1510,54.94327926635742,0.2,0.0003,0.0030682364,0.7490395903587341,0.05361328125
30,608.7,785,61440,-425.6893905300001,78,-0.7232675611972809,-0.001225845112639945,87.30199441462756,1520,27.145503997802734,0.2,0.0003,0.0088943355,0.949773907661438,0.095361328125
31,608.37,781,63488,-423.90468996000004,81,-0.6957394907251,-0.0031170217516773846,84.22335257232189,1530,9.503534317016602,0.2,0.0003,0.0072062993,0.9524168819189072,0.09599609375
32,599.28,783,65536,-423.56285154,83,-0.7528265124186874,-0.00096271304973925,89.19924094900489,1540,315.4892272949219,0.2,0.0003,0.0046751285,0.9389287196099758,0.05771484375
33,595.03,783,67584,-421.88652844999996,86,-0.7366528598591685,-0.001253865808394039,170.67259403914213,1550,173.53677368164062,0.2,0.0003,0.005793036,0.645875096321106,0.057763671875
34,587.01,786,69632,-421.2149092599999,88,-0.7614752359688282,-0.003294944398658117,112.16289316415786,1560,43.34992599487305,0.2,0.0003,0.008305643,0.8831779733300209,0.070703125
35,578.39,787,71680,-418.37601229000006,91,-0.7218093927949667,-0.001771144884696696,127.7149574995041,1570,100.09751892089844,0.2,0.0003,0.0022499557,0.8808578923344612,0.032080078125
36,571.33,787,73728,-418.04077278000005,93,-0.712722341902554,-0.002701632579555735,129.1936937659979,1580,21.084659576416016,0.2,0.0003,0.0043239663,0.8943046182394028,0.059033203125
37,574.19,787,75776,-421.74703524999995,96,-0.7276342220604419,-0.0028735159768984884,136.43447719216346,1590,8.039475440979004,0.2,0.0003,0.009361705,0.8159554302692413,0.04755859375
38,576.52,784,77824,-419.17309176000003,99,-0.678998283110559,-0.002981516536237905,228.94961910247804,1600,41.29297637939453,0.2,0.0003,0.004079149,0.7193852961063385,0.034619140625
39,573.12,785,79872,-417.82924313999996,101,-0.6354652857407928,-0.0019013563446605986,107.43731395155191,1610,9.399611473083496,0.2,0.0003,0.010506375,0.909438319504261,0.0982421875
40,572.56,786,81920,-416.8204119799999,104,-0.6532591724768281,-0.003965688554671942,148.33773027658464,1620,20.96759033203125,0.2,0.0003,0.0085356245,0.8558415323495865,0.07060546875
41,576.23,778,83968,-418.96069767,107,-0.662331734970212,-0.0007826285800547339,101.09629333466292,1630,26.371511459350586,0.2,0.0003,0.013917771,0.9043992534279823,0.09208984375
42,572.35,779,86016,-411.58353566,110,-0.6601525200530887,-0.0008912326018617022,67.85056881122291,1640,13.753424644470215,0.2,0.0003,0.012393128,0.9441871978342533,0.10029296875
43,560.92,782,88064,-407.9928892500001,112,-0.7110004188492894,-0.004334304472286022,108.96483134627343,1650,14.430752754211426,0.2,0.0003,0.008000342,0.9121029004454613,0.08759765625
44,558.09,784,90112,-413.09798774999996,114,-0.7196763347834348,-0.0006598763888177927,127.28161824643612,1660,70.99142456054688,0.2,0.0003,0.0045793927,0.6409820318222046,0.056591796875
45,548.18,787,92160,-410.89598278,117,-0.7261569183319807,-0.0027801558091596233,128.28171901255845,1670,16.872650146484375,0.2,0.0003,0.004194512,0.7279375493526459,0.069091796875
46,535.25,788,94208,-413.62434928000005,119,-0.6786909101530909,-0.00325577673229418,186.80956304371358,1680,35.42967987060547,0.2,0.0003,0.005623715,0.817758321762085,0.070703125
47,538.5,787,96256,-408.59521901000005,122,-0.7245177647098899,-0.001323881991993403,110.45452816039324,1690,5.398406028747559,0.2,0.0003,0.0044057923,0.76798976957798,0.03525390625
48,540.59,785,98304,-408.93983078,125,-0.5535215487703681,-0.004686796551686712,161.24016354084014,1700,51.15589904785156,0.2,0.0003,0.018591251,0.876618504524231,0.096435546875
49,533.15,789,100352,-407.10232475000004,127,-0.684987162053585,-0.001018234826187836,72.98850525468588,1710,2.8421783447265625,0.2,0.0003,0.010111077,0.9353750497102737,0.107666015625
