rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_range,train/value_loss,train/policy_gradient_loss
-542.4571306027398,55296,82,27,667,749.4794520547945,1490,8.15698528289795,0.0003,0.063916015625,-0.8520307220518589,0.7163693308830261,0.005525833,0.2,124.79467959105969,-0.0037539023425779304
-544.2849174210526,57344,85,28,673,751.5921052631579,1500,5.277285099029541,0.0003,0.081689453125,-0.7614753320813179,0.9335253313183784,0.0052629923,0.2,46.9681305706501,-0.0011234397934458684
-531.8998179,59392,87,29,677,740.275,1510,1.6457139253616333,0.0003,0.12177734375,-0.7480969859287143,0.8036661893129349,0.014121382,0.2,49.33910037875175,-0.0019857678227708673
-529.6709412142857,61440,90,30,675,729.8690476190476,1520,35.4532356262207,0.0003,0.00439453125,-0.7094749510288239,0.4413560628890991,0.0013902322,0.2,285.53518539369105,-0.00038784865973866544
-536.1600241162789,63488,94,31,675,735.0232558139535,1530,86.0103988647461,0.0003,0.04638671875,-0.7745485972613096,0.8423502594232559,0.0064627817,0.2,68.95871559903026,-0.003088611681596376
-533.7396695795455,65536,96,32,678,738.8181818181819,1540,67.0618667602539,0.0003,0.05546875,-0.8058403523638844,0.7968029677867889,0.00850504,0.2,105.13620885908604,-0.002426461189315887
-526.2036749565217,67584,98,33,682,734.1630434782609,1550,7.704286098480225,0.0003,0.097412109375,-0.6475419451482594,0.7923237681388855,0.020019952,0.2,75.50892486423254,-0.003298145816370379
-522.3571033404255,69632,101,34,683,732.9893617021277,1560,20.628498077392578,0.0003,0.0826171875,-0.7140613470226527,0.7449407577514648,0.01335243,0.2,116.66720712929964,-0.001199221748538548
-518.6842767628866,71680,104,35,684,734.2577319587629,1570,4.612809181213379,0.0003,0.09697265625,-0.7544467333704233,0.910722590982914,0.010435755,0.2,45.00316576547921,-0.00193314006755827
-511.74403173000013,73728,107,36,686,724.32,1580,23.349285125732422,0.0003,0.061962890625,-0.7283692033961415,0.623497724533081,0.008861156,0.2,156.93296115398408,-0.002884767889190698
-518.6611784300001,75776,109,37,689,728.45,1590,70.09258270263672,0.0003,0.0767578125,-0.7550063755363225,0.8489161878824234,0.012224358,0.2,177.89691268354653,-0.004860057953192154
-515.8448245000001,77824,113,38,687,728.45,1600,19.422603607177734,0.0003,0.110986328125,-0.7990685446187854,0.8538015633821487,0.01442829,0.2,73.04626855850219,-0.003117273416137323
-515.17873119,79872,116,39,686,730.64,1610,2.8235325813293457,0.0003,0.1572265625,-0.8054934404790401,0.9283655732870102,0.009039031,0.2,55.7286914203316,-0.0030603709899878597
-510.5460159500001,81920,119,40,688,715.56,1620,203.3018035888672,0.0003,0.11572265625,-0.8335759228095412,0.9368585646152496,0.0057557346,0.2,50.80529819615185,-0.0015341192665800918
-512.90218806,83968,121,41,691,715.93,1630,51.9259033203125,0.0003,0.059130859375,-0.8153766302391887,0.7626511603593826,0.0051808897,0.2,163.89690257012845,-0.002833049072251015
-508.2669087599999,86016,124,42,692,707.29,1640,15.039233207702637,0.0003,0.067578125,-0.765587074495852,0.923725888133049,0.005276309,0.2,63.52043878287077,-0.0014748728994163685
-497.78473622999996,88064,126,43,695,702.29,1650,123.93350219726562,0.0003,0.047900390625,-0.7690890774130821,0.7964667826890945,0.0071400814,0.2,123.08217628002167,-0.00043586673455138226
-488.07134255,90112,128,44,699,686.58,1660,4.387407302856445,0.0003,0.069140625,-0.7406801391392946,0.8377695679664612,0.0057678837,0.2,90.47727847471833,-0.0006071761432394851
-57.145289,2048,2,1,754,774.0,1670,122.79554748535156,0.0003,0.07607421875,-0.745452293381095,0.8487299978733063,0.0039839046,0.2,92.4611085921526,-0.002040360128376051
-29.725393749999995,4096,6,2,602,887.0,1680,11.998964309692383,0.0003,0.099853515625,-0.7243863455951214,0.6941952407360077,0.0087659005,0.2,122.39302986115217,-0.0014208564229193144
-16.900699166666666,6144,10,3,561,924.6666666666666,1690,3.211336374282837,0.0003,0.100390625,-0.7340681400150061,0.8754042312502861,0.013615425,0.2,27.063229988515378,0.0003315089794341475
-3.397983625,8192,14,4,580,931.875,1700,1.975907564163208,0.0003,0.053515625,-0.694801807962358,0.8840232342481613,0.0052308724,0.2,32.32581219375133,-0.002966990246932255
4.798876272727273,10240,17,5,580,927.3636363636364,1710,8.877527236938477,0.0003,0.081494140625,-0.5809854701161384,0.7969584167003632,0.01985335,0.2,81.98558506965637,-0.0046306843083584685
