rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl,train/std,train/n_updates,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss
675.1388888888889,534,45,-99.15413963888889,24576,12,0.06650390625,0.0003,1.8766684532165527,-0.0004358727179351263,0.0069632437,0.5201961994171143,1340,0.2,0.8482120186090469,-1.5193934872746468,80.63122349195183
682.1794871794872,522,50,-92.59623207692309,26624,13,0.072802734375,0.0003,128.3883056640625,-0.006485354727192316,0.00701202,0.5137243270874023,1350,0.2,0.805742934346199,-1.5172789506614208,75.62572990581393
691.5121951219512,521,54,-96.85266158536585,28672,14,0.042431640625,0.0003,32.263519287109375,-0.0024470146861858668,0.004109661,0.5094466805458069,1360,0.2,0.6950251162052155,-1.4961749792099,115.1194426074624
692.1395348837209,507,60,-94.95173165116279,30720,15,0.082861328125,0.0003,2.4567668437957764,-0.0008660458872327581,0.0077933054,0.5027593374252319,1370,0.2,0.8926613479852676,-1.4741335935890674,46.79868562743068
712.2173913043479,502,65,-95.73141573913041,32768,16,0.0587890625,0.0003,5.436454772949219,-0.0005797335725219455,0.004862547,0.5003858804702759,1380,0.2,0.8904971927404404,-1.4562139708548785,50.933322687447074
724.2083333333334,499,69,-96.92911691666666,34816,17,0.085205078125,0.0003,3.795319080352783,-0.0001324358738202136,0.0065279403,0.4979132115840912,1390,0.2,0.7607568800449371,-1.449687969312072,65.06646127253771
724.7,500,73,-97.55809074000001,36864,18,0.098779296875,0.0003,4.294463634490967,-0.003614426572312368,0.0075330646,0.4954378008842468,1400,0.2,0.9177978858351707,-1.4341073021292687,34.73307072296738
727.2830188679245,506,76,-98.36950379245286,38912,19,0.072021484375,0.0003,8.297639846801758,-0.002870609413366765,0.010012412,0.4942397475242615,1410,0.2,0.841533437371254,-1.4317484367638826,31.3102352257818
730.9821428571429,508,80,-95.78043696428573,40960,20,0.08388671875,0.0003,44.39896774291992,0.00041811457194853576,0.009151665,0.4894208014011383,1420,0.2,0.7210071384906769,-1.4160971980541945,83.92444067969919
721.0338983050848,505,85,-95.52944450847458,43008,21,0.122412109375,0.0003,22.916059494018555,-0.0012453331364667974,0.0137195755,0.4901278614997864,1430,0.2,0.7123963236808777,-1.407812223210931,72.81463732868433
715.7741935483871,502,89,-90.1906915483871,45056,22,0.07060546875,0.0003,57.77415084838867,-0.0012985819950699807,0.009717498,0.4876134395599365,1440,0.2,0.7756659686565399,-1.4040075674653054,91.7045098297298
724.65625,501,93,-88.704000578125,47104,23,0.03720703125,0.0003,435.5480651855469,-0.0015828598057851194,0.0045444346,0.48437899351119995,1450,0.2,0.5266603827476501,-1.3920761317014694,158.70890910625457
727.5223880597015,503,97,-86.77171364179104,49152,24,0.13330078125,0.0003,0.42186421155929565,-0.0030323244980536403,0.011335336,0.47291165590286255,1460,0.2,0.6476848423480988,-1.3604090463370084,40.75137349842116
735.4202898550725,505,101,-85.72371001449275,51200,25,0.09951171875,0.0003,29.258214950561523,-0.0036588729482900815,0.0071722213,0.46985799074172974,1470,0.2,0.7014971077442169,-1.3327345170080662,73.27191960066557
