time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/n_updates,train/policy_gradient_loss
28,811,511.82,70,57344,-339.96472217999997,0.007818341,121.01797431707382,0.0003,-0.736314021795988,0.076953125,24.97774887084961,0.2,0.9014576822519302,1500,-0.004453619509149576
29,814,509.28,72,59392,-338.40917190000005,0.0051197596,111.7883502215147,0.0003,-0.7841302316635848,0.05849609375,15.406085014343262,0.2,0.919315904378891,1510,-0.0012315070965996711
30,815,509.4,75,61440,-330.5623731799999,0.0039646695,209.87449460327625,0.0003,-0.7851070174947381,0.0314453125,128.6692657470703,0.2,0.8584646135568619,1520,-0.004781463711697143
31,818,511.27,77,63488,-322.45254058999996,0.0072409674,83.505969299376,0.0003,-0.7478546489030122,0.080419921875,17.70680809020996,0.2,0.9172107130289078,1530,-0.004700900156603893
32,819,522.83,79,65536,-326.34257728000006,0.007815951,149.71832928061485,0.0003,-0.7274573540315032,0.082958984375,46.32754135131836,0.2,0.8958433121442795,1540,-0.002188651347387349
33,822,523.83,82,67584,-321.10839989,0.0058532157,145.0600138232112,0.0003,-0.6278995282948017,0.043505859375,111.82357025146484,0.2,0.827806293964386,1550,-0.0015038914447359276
34,823,519.32,84,69632,-310.44023874999993,0.0045363195,208.77184820771217,0.0003,-0.766197014041245,0.03837890625,18.649200439453125,0.2,0.8377894461154938,1560,-0.0025079555962292943
35,826,515.01,86,71680,-303.74881718,0.0033019888,198.34857664704322,0.0003,-0.6765958812087774,0.0357421875,97.73147583007812,0.2,0.8326965868473053,1570,-0.0034976207090949172
36,828,513.63,89,73728,-298.31223588999995,0.0062146625,206.82703858017922,0.0003,-0.7522331571206451,0.047998046875,188.92147827148438,0.2,0.8286360055208206,1580,-0.003453179531061323
37,829,514.43,91,75776,-297.75075348999997,0.0061412854,146.2431113511324,0.0003,-0.7503593033179641,0.090234375,53.524986267089844,0.2,0.8825288936495781,1590,-0.0026815809927938973
38,832,499.27,93,77824,-292.96670627,0.0071623037,164.24718592464924,0.0003,-0.6735464638099075,0.0529296875,111.77066040039062,0.2,0.8115143924951553,1600,-0.0031648313102778046
39,833,496.83,95,79872,-292.33061818,0.005234331,191.22316205501556,0.0003,-0.729754832200706,0.05146484375,105.00527954101562,0.2,0.8548104017972946,1610,-0.00168851486814674
40,832,492.71,98,81920,-286.68194226,0.01009978,91.24037816822529,0.0003,-0.7050153193995357,0.109326171875,19.894695281982422,0.2,0.9206094816327095,1620,-0.0029636582381499465
41,834,489.03,100,83968,-287.33718446,0.004359141,165.93232506513596,0.0003,-0.7763990323990584,0.035595703125,23.385475158691406,0.2,0.8397727161645889,1630,-0.000723794441728387
42,838,482.99,102,86016,-287.38616548,0.0031763134,211.89243695139885,0.0003,-0.7778378006070852,0.04287109375,276.0751647949219,0.2,0.8693088591098785,1640,-0.0020666160056862283
43,842,469.26,104,88064,-276.0588444,0.00581315,221.74989061951638,0.0003,-0.7119064498692751,0.045068359375,57.98280715942383,0.2,0.8107029497623444,1650,-0.0026069300238305004
44,845,467.8,106,90112,-270.36287709,0.007481465,196.3608406484127,0.0003,-0.740028515830636,0.084130859375,32.00875473022461,0.2,0.8628858625888824,1660,-0.0028364758160023484
1,671,657.5,3,2048,21.10573500000001,0.008194037,135.01942709982396,0.0003,-0.7521071834489703,0.07021484375,14.713031768798828,0.2,0.9126411080360413,1670,-0.004046819921495626
2,616,763.6,6,4096,-53.524186799999995,0.009875107,132.61649649441242,0.0003,-0.7962976640090347,0.0876953125,26.191308975219727,0.2,0.5804882943630219,1680,-0.0037356403998273892
3,586,820.2857142857143,10,6144,-50.65793971428571,0.011014918,204.7524900212884,0.0003,-0.8913421036675573,0.1048828125,117.35205841064453,0.2,0.619837611913681,1690,-0.003894358069373993
4,578,768.1,14,8192,-40.938284100000004,0.016397689,54.415795816481115,0.0003,-0.9061472432687878,0.15263671875,2.916365623474121,0.2,0.8309483677148819,1700,-0.0026399645903438795
5,545,792.9166666666666,18,10240,-33.40858525000001,0.007846203,155.52783207297324,0.0003,-0.8177152696996928,0.09140625,78.93465423583984,0.2,0.735512763261795,1710,-0.006214682270365301
