rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/clip_range,train/learning_rate,train/n_updates,train/loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/value_loss
904.2549019607843,-155.23254901960786,76,612,23,47104,0.2,0.0003,1450,5.153360843658447,-0.09961390495300293,0.03310546875,0.0041691354,-0.8332017220556736,-0.0015603715099132387,42.43559906915762
905.9629629629629,-152.86833333333337,79,615,24,49152,0.2,0.0003,1460,0.8196702003479004,0.9409894049167633,0.123193359375,0.011548932,-0.8175649665296078,-0.003184147835418116,1.2400422120001167
903.2857142857143,-150.83714285714288,83,616,25,51200,0.2,0.0003,1470,0.7439658641815186,0.7254607677459717,0.0048828125,0.0022362608,-0.7539831032976508,-0.0014026977358298609,36.035369265079495
902.3965517241379,-149.26775862068968,86,612,26,53248,0.2,0.0003,1480,21.39094352722168,0.5988171398639679,0.08662109375,0.009404622,-0.8812585355713963,-0.0017587127091246656,26.61556598818861
897.2295081967213,-149.99442622950824,90,613,27,55296,0.2,0.0003,1490,5.915380477905273,0.5683936178684235,0.07216796875,0.0076532005,-0.866454996354878,-0.001704615393828135,21.45504365763627
895.28125,-144.38093750000002,94,607,28,57344,0.2,0.0003,1500,3.7099556922912598,0.8035556972026825,0.051904296875,0.006503326,-0.7903246790170669,-0.003410160833664122,16.603791263327004
881.0,-144.73537313432837,97,611,29,59392,0.2,0.0003,1510,10.438004493713379,0.6550073623657227,0.01728515625,0.004562962,-0.7490206634625792,-0.0013326683183549903,89.67344010919332
863.2676056338029,-138.95098591549294,99,618,30,61440,0.2,0.0003,1520,6.3447771072387695,0.7618026286363602,0.024169921875,0.005469783,-0.6770765498280525,-0.004506740718352375,39.793602884560826
846.4133333333333,-139.81866666666667,102,618,31,63488,0.2,0.0003,1530,32.64393615722656,0.14828377962112427,0.0033203125,0.0017280367,-0.7202207686379551,-0.001860506551747676,140.53479289263487
846.8831168831168,-138.94883116883116,105,621,32,65536,0.2,0.0003,1540,4.589180946350098,0.47005510330200195,0.035791015625,0.003985802,-0.7287369135767221,-0.0022557581884029786,87.37594993785024
850.7594936708861,-138.46569620253163,108,621,33,67584,0.2,0.0003,1550,1.8346673250198364,0.6597327888011932,0.045751953125,0.0066769593,-0.8025842908769846,-0.00020871215529041364,24.113836030475795
846.0487804878048,-137.1601219512195,111,623,34,69632,0.2,0.0003,1560,0.7522372007369995,0.9607816115021706,0.066748046875,0.045833983,-0.7852936899289489,-0.006195548077812418,4.641944562084973
849.7142857142857,-136.6397619047619,115,623,35,71680,0.2,0.0003,1570,8.225001335144043,0.7982634902000427,0.0595703125,0.005282118,-0.818547797575593,-0.002953123661427526,51.57912822663784
831.9431818181819,-136.31454545454545,117,628,36,73728,0.2,0.0003,1580,0.1239185556769371,0.9673822522163391,0.07451171875,0.01101069,-0.7902141170576215,-0.0016172707575606183,2.4528460055589676
829.4505494505495,-138.37604395604396,120,631,37,75776,0.2,0.0003,1590,16.275177001953125,0.4166197180747986,0.0330078125,0.0037728918,-0.7718296263366937,-0.0008554607793485047,93.81856507509947
825.4574468085107,-139.71904255319149,123,629,38,77824,0.2,0.0003,1600,36.53213882446289,-0.30090653896331787,0.02529296875,0.0023938408,-0.7824531236663461,-0.0029735318978055146,75.31372796967625
823.5729166666666,-139.49822916666668,126,630,39,79872,0.2,0.0003,1610,22.080503463745117,0.7698884159326553,0.042236328125,0.004990055,-0.8226835103705525,-0.0031085183407412844,35.3021111279726
817.68,-136.848,128,635,40,81920,0.2,0.0003,1620,51.66811752319336,0.5871328115463257,0.059375,0.006780577,-0.8332610061392188,-0.0023585579154314475,55.50852418020368
811.63,-137.62009999999998,131,640,41,83968,0.2,0.0003,1630,11.422905921936035,0.5907228589057922,0.03623046875,0.0035598078,-0.7370001345872879,-0.0017189327692904044,75.68755176663399
810.66,-137.41310000000001,134,641,42,86016,0.2,0.0003,1640,4.389435291290283,0.24544817209243774,0.0703125,0.0064713145,-0.7024797735735774,-0.003657053479037131,98.48546985015273
806.98,-133.4588,137,642,43,88064,0.2,0.0003,1650,6.551843643188477,0.5440534949302673,0.0287109375,0.0036959257,-0.7212724661454558,-0.001468478998140199,91.2822313144803
804.76,-132.5489,140,640,44,90112,0.2,0.0003,1660,4.2948737144470215,0.6747556924819946,0.06396484375,0.0060142716,-0.7098151575773954,-0.0025185293387039566,51.47282497808337
800.62,-132.7665,143,641,45,92160,0.2,0.0003,1670,2.2625858783721924,0.7131137549877167,0.05693359375,0.005065886,-0.7231758397072554,-0.0005995018007524777,38.19510379228741
797.38,-130.03480000000002,146,642,46,94208,0.2,0.0003,1680,0.17653417587280273,0.6534795463085175,0.173046875,0.014914052,-0.8590099623426795,-0.003788626118330285,32.91956156310626
798.86,-130.0826,150,639,47,96256,0.2,0.0003,1690,1.8410589694976807,0.5094393193721771,0.024072265625,0.004789319,-0.7916408006101847,-0.0010515285626752301,69.54774485267698
782.29,-129.7733,153,640,48,98304,0.2,0.0003,1700,0.7573135495185852,0.9749063681811094,0.126953125,0.00709814,-0.9442167969420552,-0.004494547701324336,1.1809498182265088
771.88,-128.83530000000002,156,641,49,100352,0.2,0.0003,1710,37.425296783447266,0.6105122864246368,0.053759765625,0.01055654,-0.8281379451975226,-0.003686479809402954,68.01665559597313
