rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl
-4.2734339299999995,684,284,194560,886.55,95,-0.7801142374053598,0.637187272310257,940,27.55198860168457,62.78292700275779,0.077978515625,0.2,0.0003,-0.0012635052913537947,0.0070826085
-3.86111142,684,287,196608,883.88,96,-0.7066618395969272,0.4543180465698242,950,48.10449981689453,132.83218216001987,0.021142578125,0.2,0.0003,-0.0005435490917079733,0.004067594
-3.5225228599999996,681,291,198656,885.37,97,-0.7501241751015186,0.6628815233707428,960,5.0638322830200195,51.453426871448755,0.0494140625,0.2,0.0003,-0.0010932212688203435,0.003392049
-4.37243875,681,294,200704,883.82,98,-0.8260442443192005,0.6477259993553162,970,2.387239933013916,70.61144536547363,0.106103515625,0.2,0.0003,-0.0024347903417947236,0.014490187
-2.3551294799999996,679,298,202752,884.99,99,-0.7721792533993721,0.6053687334060669,980,4.269067764282227,92.68381973654031,0.058056640625,0.2,0.0003,-0.0007194168760179309,0.0027719883
-1.7292736699999987,675,303,204800,890.01,100,-0.8074888758361339,0.8786889761686325,990,1.3837252855300903,30.50525937229395,0.092041015625,0.2,0.0003,-0.005290035673533566,0.0075929947
-0.8139700199999996,673,307,206848,887.35,101,-0.7930612640455366,0.7863224744796753,1000,0.6900702118873596,32.787976382113996,0.085205078125,0.2,0.0003,-0.002961105234862771,0.012913266
-1.5666150399999998,671,311,208896,888.38,102,-0.7333708183839918,0.6047804951667786,1010,5.2384443283081055,67.98506945669651,0.05625,0.2,0.0003,-0.002838497259108408,0.0040797535
-0.29334113000000145,672,313,210944,882.8,103,-0.7263231355696916,0.846041664481163,1020,1.1291860342025757,22.95131523348391,0.119482421875,0.2,0.0003,-0.004066957662871573,0.009092231
2.0099626499999994,669,318,212992,877.58,104,-0.7420369295403362,0.6798439621925354,1030,414.1609191894531,88.97724364250898,0.05419921875,0.2,0.0003,-0.0021910771502007265,0.0038400427
2.806473080000001,670,320,215040,880.66,105,-0.7001626523211598,0.7294249832630157,1040,18.188552856445312,63.22051488570869,0.04130859375,0.2,0.0003,-0.0013319314157342887,0.0043171793
1.1343476900000014,668,324,217088,882.59,106,-0.7514080584049225,0.7697756141424179,1050,22.472986221313477,54.90100229792297,0.0599609375,0.2,0.0003,-0.001121309916197788,0.0070025055
4.443355480000002,667,328,219136,883.09,107,-0.7350763324648142,0.80933877825737,1060,0.7430034875869751,38.83335416074842,0.08359375,0.2,0.0003,-0.000990936697780853,0.00683291
4.820552050000002,668,331,221184,876.69,108,-0.6145694538019597,0.6432087421417236,1070,1.5533008575439453,60.72151958495378,0.035498046875,0.2,0.0003,-0.00136963326986006,0.0026508723
8.28933264,667,334,223232,878.24,109,-0.7314570849761367,0.699487715959549,1080,84.0152816772461,112.92887242883444,0.03193359375,0.2,0.0003,-0.002244437439367175,0.004076793
9.299297829999999,667,337,225280,880.81,110,-0.7253167657181621,0.7331050634384155,1090,2.0411577224731445,55.97720950245857,0.0869140625,0.2,0.0003,-0.0022751843567675677,0.0072961003
11.6761083,666,341,227328,879.64,111,-0.7091392420232296,0.7996311634778976,1100,3.667879819869995,28.568415763229133,0.122900390625,0.2,0.0003,-0.0028655460584559476,0.0072264574
12.812422230000003,664,344,229376,882.65,112,-0.7069173373281956,0.6876262128353119,1110,6.366518020629883,62.38904790431261,0.05576171875,0.2,0.0003,-0.0028029124121530915,0.009464815
13.660820390000001,662,349,231424,880.55,113,-0.6793023513630032,0.6896166205406189,1120,122.26000213623047,37.987560437619685,0.059765625,0.2,0.0003,-0.002443387996754609,0.0047151498
14.55004862,660,353,233472,880.27,114,-0.6890452656894922,0.6795752942562103,1130,3.5331547260284424,59.52879822924733,0.044091796875,0.2,0.0003,-0.0016439601120509905,0.0070272265
11.732933739999998,658,357,235520,874.2,115,-0.7234148750081658,0.47534555196762085,1140,6.563055992126465,85.03689197674393,0.048876953125,0.2,0.0003,-0.00047874776646494865,0.0040064515
12.376437639999999,658,360,237568,870.16,116,-0.710991402156651,0.6019033789634705,1150,5.669864177703857,75.15325114652515,0.101171875,0.2,0.0003,-0.002709429142123554,0.0057750405
13.190650039999998,658,364,239616,871.31,117,-0.6069782429374755,0.5587786734104156,1160,59.654258728027344,108.43348063006997,0.037646484375,0.2,0.0003,0.0001782160539733013,0.005703455
15.02767168,658,366,241664,866.94,118,-0.7483430778607726,0.6501702666282654,1170,1.9030171632766724,36.19113063104451,0.089111328125,0.2,0.0003,-0.0019419891512370668,0.0158451
14.933534459999999,657,370,243712,865.5,119,-0.6474445354193449,0.6476710736751556,1180,2.5688037872314453,77.42788965776563,0.049169921875,0.2,0.0003,-0.0012182079954072833,0.00445697
16.04557438,655,374,245760,868.1,120,-0.6431438675150275,0.8117311745882034,1190,3.0837652683258057,29.627631461247802,0.032080078125,0.2,0.0003,-0.00198044669959927,0.0052345335
15.8794436,656,377,247808,865.64,121,-0.765837006829679,0.4129604697227478,1200,3.368457555770874,102.11218126378954,0.057080078125,0.2,0.0003,-0.0008277705324871931,0.01061438
16.37508881,655,381,249856,863.99,122,-0.7174225844442844,0.5737105309963226,1210,3.3568296432495117,133.20152870267628,0.03046875,0.2,0.0003,-0.0017065597923647147,0.004453156
14.949845780000002,654,384,251904,863.99,123,-0.7332405738532544,0.7842650562524796,1220,1.161491870880127,64.66833289079368,0.078466796875,0.2,0.0003,-0.002082246779173147,0.007830698
-664.6,809,2,2048,847.0,1,-0.7918441956862807,0.892271064221859,1230,83.06226348876953,31.72487275376916,0.097998046875,0.2,0.0003,0.0018107552132278215,0.005179752
-677.075,544,7,4096,923.5,2,-0.6974572980776429,0.4964163303375244,1240,6.393099308013916,85.20319793075323,0.05498046875,0.2,0.0003,-0.0019763924938160926,0.004375108
-668.2166666666667,546,11,6144,924.0,3,-0.7314002092927694,0.35314881801605225,1250,2.636504650115967,30.36190606877208,0.03828125,0.2,0.0003,0.0008374863464268856,0.0065077487
