time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/value_loss
47104,65,572.8641975308642,-61.49716049382717,724,23,0.8104568421840668,38.60416030883789,0.009628091,0.0003,1450,0.09541015625,-0.0036044469336047767,0.2,-0.7440229499712586,87.57258987128735
49152,67,563.7126436781609,-61.22827586206898,730,24,0.9163359180092812,14.113997459411621,0.010339361,0.0003,1460,0.057666015625,-0.0003093485982390121,0.2,-0.7553707797080278,27.042458542250095
51200,69,566.4555555555555,-60.0701111111111,736,25,0.6745820343494415,30.4223690032959,0.0039568604,0.0003,1470,0.012255859375,-0.0016102056037198055,0.2,-0.7659921145066619,131.33199103325606
53248,72,569.6630434782609,-60.43695652173913,731,26,0.9399253167212009,50.783111572265625,0.0033748907,0.0003,1480,0.028515625,-0.0003759068702493096,0.2,-0.838180442713201,32.207633985579015
55296,75,563.2551020408164,-60.28826530612245,735,27,0.8152631372213364,3.0550899505615234,0.017252613,0.0003,1490,0.09375,0.0007800355531799141,0.2,-0.9323448682203889,15.847985677886754
57344,77,546.56,-59.01780000000001,742,28,0.738444447517395,64.2657470703125,0.0033245133,0.0003,1500,0.02490234375,-0.0009522570671833819,0.2,-0.7900560835376382,141.3567353218794
59392,79,516.06,-50.874100000000006,750,29,0.7831897139549255,14.955721855163574,0.0025379835,0.0003,1510,0.023486328125,-0.0016365375522582326,0.2,-0.7244981041178107,137.60970565080643
61440,80,483.2,-41.5294,758,30,0.7920127511024475,32.75953674316406,0.003951681,0.0003,1520,0.030029296875,-0.0012580579008499627,0.2,-0.6602523986250162,127.12122385203838
63488,82,460.74,-37.625899999999994,766,31,0.7829746305942535,56.72579574584961,0.0035759765,0.0003,1530,0.029296875,-0.001778190733239171,0.2,-0.6619425239041448,149.0594882875681
65536,84,434.76,-36.64039999999999,773,32,0.6583699285984039,42.86323547363281,0.0030502197,0.0003,1540,0.023828125,-0.001986311034852406,0.2,-0.6868505384773016,188.36989859342575
67584,86,427.87,-30.732200000000002,777,33,0.7288849055767059,153.8656005859375,0.003044283,0.0003,1550,0.034375,-0.0012313285711570642,0.2,-0.5872540125623346,200.76211004257203
69632,89,429.06,-28.885000000000005,775,34,0.8732707649469376,38.476318359375,0.0061812275,0.0003,1560,0.075537109375,-0.0011728169964044354,0.2,-0.7118415754288435,38.406301838159564
71680,91,415.64,-30.6334,781,35,0.8984328731894493,5.487064838409424,0.007323826,0.0003,1570,0.070947265625,-0.00028516542151919567,0.2,-0.7561607006937265,16.374231400620193
73728,94,422.59,-24.555600000000005,778,36,0.7360372841358185,30.4432315826416,0.0016681673,0.0003,1580,0.0123046875,-0.001730144886460039,0.2,-0.6867498569190502,151.75369286835195
75776,97,428.32,-24.7253,776,37,0.9308881834149361,6.27541446685791,0.015272437,0.0003,1590,0.080859375,-0.007648055729805492,0.2,-0.7416701555252075,39.539022548496725
77824,99,418.18,-24.676699999999997,779,38,0.9660270363092422,13.224969863891602,0.007159439,0.0003,1600,0.08427734375,-0.0005049840918218251,0.2,-0.78595806453377,9.239321730192751
79872,102,421.0,-22.3098,782,39,0.8264604359865189,27.52693748474121,0.0027122318,0.0003,1610,0.032177734375,-0.0007257206092617707,0.2,-0.7138780269771814,110.34620604291558
81920,104,407.68,-14.137800000000002,786,40,0.8984104692935944,21.03168487548828,0.004695123,0.0003,1620,0.0712890625,-0.0017509831173811107,0.2,-0.6875434823334217,63.36005977094173
83968,106,402.09,-13.484399999999996,791,41,0.8892866224050522,33.82347106933594,0.005053362,0.0003,1630,0.04130859375,-0.0044557200584677045,0.2,-0.6176522975787521,79.73740453124046
86016,108,411.64,-14.548899999999998,791,42,0.7769776433706284,30.342212677001953,0.001930255,0.0003,1640,0.012939453125,-0.0006168184125272091,0.2,-0.6606020865961909,134.39986273646355
88064,110,394.15,-16.655900000000003,796,43,0.8612860143184662,18.095752716064453,0.014455581,0.0003,1650,0.195654296875,-0.0069670159558882,0.2,-0.660050175525248,72.17030869051814
90112,113,391.44,-14.542200000000003,795,44,0.600829154253006,69.65959167480469,0.0050965855,0.0003,1660,0.0388671875,-0.0018944794832350454,0.2,-0.7108300723135471,200.55233405828477
92160,115,372.81,-6.946400000000001,799,45,0.9586868360638618,15.482532501220703,0.008361783,0.0003,1670,0.08427734375,-0.0013786060306301806,0.2,-0.7648597218096256,21.93002521172166
94208,117,375.27,-6.931699999999999,801,46,0.8981877639889717,66.00358581542969,0.0075487355,0.0003,1680,0.07138671875,-0.0013726112920267042,0.2,-0.6397179197520018,77.68855772912502
96256,119,379.98,-9.131400000000001,803,47,0.8699461221694946,25.037479400634766,0.0033813708,0.0003,1690,0.025830078125,-0.002600511868149624,0.2,-0.5676966042257845,102.12107775509358
98304,122,391.77,-12.5654,802,48,0.9819839484989643,0.5007290244102478,0.011807456,0.0003,1700,0.10263671875,-0.002208830657764338,0.2,-0.8440396809950471,8.503371636755764
100352,124,399.13,-11.5687,804,49,0.9523133300244808,1.6735321283340454,0.004620305,0.0003,1710,0.04404296875,-0.0001972612750250846,0.2,-0.6841241164132953,16.554497567564248
