time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range
841,58,24,511.65263157894736,-387.93000903157906,49152,0.0037543625,61.056251525878906,164.37686845958234,0.9034935534000397,0.0003,1460,-0.7313148014247417,0.02294921875,-0.002435957623674767,0.2
841,60,25,513.8484848484849,-390.54056522222226,51200,0.0068400158,19.695472717285156,107.44438689351082,0.8043370544910431,0.0003,1470,-0.7648741496726871,0.092578125,-0.002545558041310869,0.2
843,63,26,511.28,-399.47472662000007,53248,0.010593021,10.490731239318848,137.3720700263977,0.8684183061122894,0.0003,1480,-0.6941362865269184,0.056201171875,-0.006352631697518518,0.2
833,66,27,518.24,-396.7070064,55296,0.004996869,18.53807258605957,148.80507990419864,0.6519545316696167,0.0003,1490,-0.7904381541535258,0.0515625,-0.003161620510945795,0.2
831,68,28,520.41,-395.27895435,57344,0.0084539475,35.46894836425781,129.61157457232474,0.8849856406450272,0.0003,1500,-0.6759025573730468,0.08681640625,-0.0059949490547296595,0.2
823,72,29,525.85,-399.02517099,59392,0.009197147,11.849287986755371,101.93435736447573,0.8203348815441132,0.0003,1510,-0.7706643685698509,0.10419921875,-0.00513405892852461,0.2
827,74,30,525.52,-402.60317894,61440,0.0042656967,27.030725479125977,153.38393525481223,0.8446273952722549,0.0003,1520,-0.7401595763862133,0.032666015625,-0.0023433709247910883,0.2
828,76,31,534.65,-407.42663776999996,63488,0.007029404,19.015573501586914,132.20168710649014,0.8191065788269043,0.0003,1530,-0.7726791553199291,0.06103515625,-0.002657165588607313,0.2
824,79,32,535.1,-408.7153113699999,65536,0.0074634366,40.50517272949219,146.7838696628809,0.5376463830471039,0.0003,1540,-0.7665003882721066,0.068017578125,-0.002429029472114053,0.2
827,81,33,539.97,-408.77149495,67584,0.0044607283,10.752537727355957,101.82342124581336,0.8826833739876747,0.0003,1550,-0.7627513675019145,0.01953125,-0.0023145639948779716,0.2
829,83,34,538.17,-403.23755024999997,69632,0.0076096863,17.3402042388916,151.42137545645238,0.8214004933834076,0.0003,1560,-0.7025726741179824,0.038525390625,-0.0009000423167890403,0.2
828,86,35,539.34,-401.0505018100001,71680,0.00637024,50.51482009887695,117.42942180633545,0.8786345943808556,0.0003,1570,-0.7877588694915175,0.058447265625,-0.004048889438854531,0.2
825,89,36,542.71,-401.51587012999994,73728,0.0032821083,19.14000701904297,108.17860958278179,0.8699941337108612,0.0003,1580,-0.6400843242183327,0.042724609375,-0.0015461049617442769,0.2
827,91,37,540.61,-403.14500663,75776,0.006769224,35.38897705078125,121.8612621665001,0.8785839080810547,0.0003,1590,-0.6234318257309497,0.076708984375,-0.00604129649582319,0.2
827,94,38,545.33,-403.66142889,77824,0.0043553812,330.6345520019531,138.23679609894754,0.625249058008194,0.0003,1600,-0.8085492672398686,0.044287109375,-0.0011680249306664336,0.2
830,96,39,543.93,-402.2975099199999,79872,0.0053151217,13.516416549682617,89.4600930660963,0.9370066896080971,0.0003,1610,-0.739911493472755,0.066748046875,-0.0037493819880182857,0.2
830,98,40,544.51,-401.75808383000003,81920,0.004869105,344.3409423828125,169.01048848628997,0.859703928232193,0.0003,1620,-0.6364307353273034,0.0435546875,-0.003919860412133857,0.2
829,101,41,542.31,-396.01086202999994,83968,0.005919642,20.400665283203125,53.99922410994768,0.9460101015865803,0.0003,1630,-0.6952808767557144,0.071240234375,-0.0025669481154181996,0.2
827,103,42,539.24,-397.49075461999996,86016,0.0056924354,37.55804443359375,125.85958897471428,0.8673431128263474,0.0003,1640,-0.7059460999444127,0.041650390625,-0.00213292141634156,0.2
830,106,43,532.48,-399.2365426900001,88064,0.011623295,21.457359313964844,58.406292476505044,0.9576564654707909,0.0003,1650,-0.7501867232844234,0.120654296875,-0.00675110314405174,0.2
830,108,44,538.59,-403.3841511600001,90112,0.007267261,53.23054504394531,71.07077762037515,0.9521281719207764,0.0003,1660,-0.7449217924848199,0.095361328125,-0.002143290510866791,0.2
1055,1,1,489.75,-3.359428500000007,2048,0.0041464576,26.261770248413086,118.02515175640583,0.8905565515160561,0.0003,1670,-0.6374501181766391,0.04541015625,-0.0021441959055664484,0.2
859,4,2,565.2857142857143,-22.564602714285716,4096,0.0059703505,8.594423294067383,204.90483886897565,0.5417256951332092,0.0003,1680,-0.7309013303369284,0.077978515625,-0.0012436948069080244,0.2
816,7,3,639.6666666666666,-41.657551222222224,6144,0.010374591,136.9641876220703,153.6199809908867,0.773734524846077,0.0003,1690,-0.730339515209198,0.148681640625,-0.004317160134814912,0.2
788,10,4,671.0833333333334,7.39804216666667,8192,0.010934526,51.054115295410156,101.07937201857567,0.6931499540805817,0.0003,1700,-0.7505558680742979,0.11494140625,-0.0025958429469028488,0.2
746,13,5,708.7857142857143,11.679559214285717,10240,0.0073431768,398.1107177734375,120.818949213624,-0.16563951969146729,0.0003,1710,-0.6940908573567868,0.075146484375,-0.0026097700334503315,0.2
