rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/approx_kl,train/entropy_loss,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss
597.6,61,728,22,-389.738,45056,0.004113904,-0.7195388397201896,0.9211788922548294,64.41444173157215,1440,0.0003,2.1045117378234863,0.2,0.046337890625,-0.0019863475172314793
596.2692307692307,64,725,23,-391.850641025641,47104,0.0036160322,-0.7459300393238664,0.9338028058409691,56.32165411189199,1450,0.0003,15.151082992553711,0.2,0.0490234375,-0.003271777325790026
599.1219512195122,67,724,24,-395.55182926829275,49152,0.0032734626,-0.7150918506085873,0.9624197445809841,42.137887159734966,1460,0.0003,9.233426094055176,0.2,0.041796875,-0.0009716149776068051
599.8470588235294,70,725,25,-394.32000000000005,51200,0.0074987216,-0.7064261846244335,0.976183945313096,34.31462121009827,1470,0.0003,7.5354323387146,0.2,0.05126953125,-0.002732003368146252
593.1348314606741,73,728,26,-394.1764044943821,53248,0.005830371,-0.6660496026277543,0.9795245956629515,26.941589515283702,1480,0.0003,14.313976287841797,0.2,0.086376953125,-0.004714219641027739
591.2795698924731,75,729,27,-391.147311827957,55296,0.006576202,-0.7285563739016652,0.8861810266971588,110.59316606521607,1490,0.0003,10.034448623657227,0.2,0.04736328125,-0.0018734853925707283
593.5208333333334,78,731,28,-393.56666666666666,57344,0.005064804,-0.6673218121752142,0.9824714083224535,31.282021009922026,1500,0.0003,7.692844390869141,0.2,0.046826171875,-0.002019389050110476
592.8383838383838,81,732,29,-391.90707070707066,59392,0.006254616,-0.6951420959085226,0.945945780724287,74.04618576541543,1510,0.0003,28.97163963317871,0.2,0.05185546875,-0.0032169938152947
597.3,84,726,30,-390.19700000000006,61440,0.003061852,-0.6540936877951026,0.9779904205352068,34.61993473768234,1520,0.0003,5.16541862487793,0.2,0.03037109375,-0.001270721024775412
599.16,88,720,31,-390.30949999999996,63488,0.013686694,-0.681152855604887,0.979775058105588,25.73704323619604,1530,0.0003,3.3604824542999268,0.2,0.093017578125,-0.0002852380406693555
599.49,91,720,32,-392.06800000000004,65536,0.003141031,-0.6811394218355418,0.9900639522820711,24.576525654643774,1540,0.0003,18.429288864135742,0.2,0.06005859375,7.177110564953182e-05
595.77,93,721,33,-389.37850000000003,67584,0.0058012414,-0.6782329136505723,0.9539129063487053,84.39955096021295,1550,0.0003,8.57067584991455,0.2,0.05224609375,-0.001973622310470091
597.95,96,718,34,-389.83,69632,0.017481316,-0.7027977855876089,0.9715856984257698,46.3574185796082,1560,0.0003,22.254234313964844,0.2,0.1025390625,-0.010815481981262564
593.55,99,720,35,-390.1605,71680,0.0069654053,-0.6935176635161042,0.9822510685771704,35.39621183872223,1570,0.0003,7.866140365600586,0.2,0.036181640625,-0.003747042890609009
593.7,102,722,36,-390.7849999999999,73728,0.0062393206,-0.7207819636911154,0.9716096296906471,34.87525671459734,1580,0.0003,31.00368881225586,0.2,0.089794921875,-0.003148898648942122
591.26,104,725,37,-387.857,75776,0.0036639336,-0.6058267066255212,0.9375367127358913,89.9527831837535,1590,0.0003,12.068363189697266,0.2,0.034814453125,-0.003285564106226957
585.07,107,726,38,-388.02399999999994,77824,0.00620058,-0.6955226615071297,0.9779155291616917,41.632030902057885,1600,0.0003,2.0392050743103027,0.2,0.075048828125,-0.00590376896179805
581.06,109,728,39,-388.4825000000001,79872,0.0053657256,-0.7020252568647265,0.9436871781945229,93.46745877563953,1610,0.0003,19.633256912231445,0.2,0.08828125,-0.0036651081194577274
575.71,112,730,40,-382.8059999999999,81920,0.0026110196,-0.7125263579189778,0.9418423622846603,77.86873410716653,1620,0.0003,47.47157669067383,0.2,0.03271484375,-0.002324955466610845
573.27,114,732,41,-379.5464999999999,83968,0.004330582,-0.6966329235583544,0.9841162227094173,35.36358701214194,1630,0.0003,8.007305145263672,0.2,0.058349609375,-0.0033233756395929957
576.66,117,734,42,-380.85450000000003,86016,0.003726973,-0.6834753321483731,0.9801372978836298,37.30697737187147,1640,0.0003,10.175344467163086,0.2,0.0302734375,0.0005122882830619346
574.03,120,733,43,-374.4085,88064,0.010952832,-0.6325221562758088,0.9532974287867546,44.50600413158536,1650,0.0003,40.65218734741211,0.2,0.060009765625,-0.002330845401229453
569.49,122,736,44,-370.7289999999999,90112,0.0069106016,-0.6175175188109279,0.9647183381021023,60.245677618682386,1660,0.0003,34.26417922973633,0.2,0.054150390625,-0.003345797272049822
569.22,125,736,45,-369.367,92160,0.0037888028,-0.6696263188496232,0.9836682435125113,33.31444528363645,1670,0.0003,9.01970100402832,0.2,0.075927734375,-0.0018370490084635093
570.38,127,738,46,-368.4235,94208,0.0069527416,-0.6735798029229045,0.9491517394781113,88.4624262675643,1680,0.0003,18.319353103637695,0.2,0.065478515625,-0.00417316412240325
561.78,130,739,47,-365.645,96256,0.009793559,-0.6927737224847078,0.9795994535088539,42.34353533983231,1690,0.0003,9.32487964630127,0.2,0.093310546875,-0.007229781939531677
550.88,132,742,48,-356.7095,98304,0.0066011725,-0.7031399592757225,0.9570648781955242,63.80624805018306,1700,0.0003,33.691741943359375,0.2,0.055517578125,-0.005161190669241478
551.94,135,743,49,-353.25750000000005,100352,0.004806149,-0.6469671064987779,0.9829973001033068,33.7943591684103,1710,0.0003,18.136953353881836,0.2,0.036181640625,-0.0030897962414201175
