time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/approx_kl,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss
49152,56,-325.94898989898985,494.3636363636364,24,877,0.00793363,159.88546394705773,1460,0.9118240848183632,-0.0016963324071184616,-0.7326426453888416,0.2,0.0603515625,0.0003,20.62832260131836
51200,58,-312.72600000000006,479.06,25,882,0.008423803,22.960645355284214,1470,0.9857523422688246,-0.002548140289582079,-0.5755861744284629,0.2,0.064404296875,0.0003,11.956671714782715
53248,60,-297.455,475.57,26,881,0.0042004026,75.75293316841126,1480,0.9617309495806694,-0.0031302473245887084,-0.7429774016141891,0.2,0.039453125,0.0003,20.353591918945312
55296,62,-294.9635,481.15,27,883,0.003606372,49.90105486288667,1490,0.9629927538335323,-0.0018647007615072652,-0.6059135582298041,0.2,0.02578125,0.0003,4.1332902908325195
57344,64,-288.9045,477.99,28,886,0.0034413137,75.76878889501094,1500,0.9490263015031815,-0.0018781148697598836,-0.6546053051948547,0.2,0.0302734375,0.0003,37.07805252075195
59392,66,-286.3185,478.01,29,890,0.008130938,83.9442797333002,1510,0.9572475403547287,-0.002498552592442138,-0.6777332993224263,0.2,0.0765625,0.0003,9.853470802307129
61440,68,-274.93199999999996,453.94,30,897,0.007750359,110.42998959720134,1520,0.9488202631473541,-0.0034357813834503758,-0.7764609672129155,0.2,0.08271484375,0.0003,23.71600341796875
63488,70,-267.981,421.51,31,901,0.012190067,126.99534722268581,1530,0.8625669926404953,-0.005848213244462386,-0.7269255371764303,0.2,0.057421875,0.0003,50.208953857421875
65536,72,-258.9115,414.12,32,904,0.005398715,131.41743036210536,1540,0.8980678021907806,-0.002453377179335803,-0.6609291557222605,0.2,0.02568359375,0.0003,81.39493560791016
67584,74,-254.71049999999997,407.2,33,908,0.006352495,109.20408846735954,1550,0.9328821450471878,-0.003134573160787113,-0.6843795528635382,0.2,0.08486328125,0.0003,55.494876861572266
69632,76,-248.55249999999995,395.28,34,910,0.013641771,84.06498581022024,1560,0.9485998302698135,-0.003618914313847199,-0.7046661905944347,0.2,0.132958984375,0.0003,11.543855667114258
71680,78,-240.0065,397.74,35,909,0.008088775,88.92987879812718,1570,0.9164819791913033,-0.00595683486899361,-0.6630191266536712,0.2,0.0755859375,0.0003,13.362273216247559
73728,80,-233.34050000000002,394.71,36,912,0.0068423515,87.71420133113861,1580,0.9497961476445198,-0.0030700387214892544,-0.5938249506056309,0.2,0.050830078125,0.0003,36.8886833190918
75776,82,-224.71549999999996,388.68,37,915,0.0028518178,122.77742593884469,1590,0.9472692459821701,-0.0026979505251802038,-0.6779755664989352,0.2,0.038818359375,0.0003,61.36479949951172
77824,84,-222.704,389.39,38,918,0.0045831446,96.00235965847969,1600,0.9576594792306423,-0.0037573467492620694,-0.6027417849749327,0.2,0.05458984375,0.0003,23.058128356933594
79872,86,-217.205,390.08,39,919,0.008496051,91.493567828089,1610,0.9318005740642548,-0.0007284701539902016,-0.7601863838732242,0.2,0.067919921875,0.0003,34.21938705444336
81920,88,-207.39899999999997,376.94,40,922,0.0038701976,91.47420262247324,1620,0.9346883222460747,-0.0015401143398776184,-0.6456553338095545,0.2,0.032666015625,0.0003,30.28986930847168
83968,90,-211.00450000000004,356.87,41,927,0.006425225,169.15485212802886,1630,0.8921484351158142,-0.0016175188575289212,-0.6638117073103785,0.2,0.062158203125,0.0003,129.60145568847656
86016,92,-208.805,355.24,42,931,0.004311436,107.3501316934824,1640,0.8793617412447929,-0.002029470694833435,-0.7452624104917049,0.2,0.083349609375,0.0003,41.1408805847168
88064,94,-207.99349999999998,332.26,43,935,0.008915624,71.7168735459447,1650,0.955054584890604,-0.001007344863319304,-0.6585584992542863,0.2,0.053466796875,0.0003,62.62052536010742
90112,96,-204.30500000000004,332.87,44,938,0.0077037695,207.66013753414154,1660,0.6259631812572479,-0.001485964121093275,-0.6950595105066896,0.2,0.0689453125,0.0003,36.46623992919922
92160,97,-199.19600000000003,324.71,45,941,0.004475125,137.5475806713104,1670,0.9271661937236786,-0.002234120704815723,-0.5487643609754741,0.2,0.0626953125,0.0003,43.70480728149414
94208,99,-193.87800000000004,325.78,46,945,0.009733277,119.19880260527134,1680,0.9314436912536621,-0.004036440017080168,-0.6947164816781879,0.2,0.06591796875,0.0003,25.254581451416016
96256,101,-194.36099999999996,317.46,47,949,0.013550266,79.38812430202961,1690,0.9582489430904388,-0.0033634988707490266,-0.5601454145275057,0.2,0.043896484375,0.0003,71.74325561523438
98304,103,-196.06250000000003,311.94,48,953,0.0028098547,204.37812254428863,1700,0.8676601350307465,-0.002927539274605806,-0.5960517472587525,0.2,0.04033203125,0.0003,61.02183151245117
100352,105,-188.718,308.49,49,954,0.008929456,67.276351287961,1710,0.9448898769915104,-0.005670214642304927,-0.6894384250044823,0.2,0.08193359375,0.0003,17.147151947021484
