time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/loss,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss
29,485.67,73,59392,806,-269.87684713999994,62.36846160888672,0.8109849989414215,0.045361328125,-0.0029011877843004184,1510,0.008401699,110.56144181936979,0.0003,0.2,-0.6577429400756956
30,489.13,76,61440,808,-273.49677838,58.74261474609375,0.7051032781600952,0.026025390625,-0.0016804897128167794,1520,0.0039728293,199.6307362407446,0.0003,0.2,-0.7657438529655337
31,492.08,78,63488,811,-273.283034,14.845887184143066,0.8684164881706238,0.054638671875,-0.0016204090250539593,1530,0.005899869,116.93227144479752,0.0003,0.2,-0.7821658402681351
32,493.29,80,65536,815,-275.34963598,44.91130065917969,0.9043575748801231,0.07099609375,-0.00463767144974554,1540,0.00866841,138.6299410432577,0.0003,0.2,-0.70080137681216
33,497.32,82,67584,816,-272.33028247000004,45.7698974609375,0.8290051817893982,0.04091796875,-0.002422272849798901,1550,0.0054714936,194.76717641353608,0.0003,0.2,-0.6930808842182159
34,496.67,85,69632,818,-271.71785005000004,36.437232971191406,0.8231374621391296,0.043505859375,-0.00523190623971459,1560,0.005030239,180.98116154074668,0.0003,0.2,-0.6098874940536916
35,491.41,87,71680,818,-271.39897043,33.650413513183594,0.9151478558778763,0.056982421875,-0.0013734140917222248,1570,0.004912447,123.57722784280777,0.0003,0.2,-0.718640866316855
36,488.0,90,73728,818,-267.40671249,8.079367637634277,0.9358187988400459,0.08662109375,0.0005867359483090695,1580,0.004920358,111.17417501062155,0.0003,0.2,-0.7434929251670838
37,487.18,92,75776,818,-266.56994147,19.23018455505371,0.8670250624418259,0.054052734375,-0.001637099804065656,1590,0.0073264046,167.3466086268425,0.0003,0.2,-0.7151492912322283
38,479.44,95,77824,819,-260.01001811,55.87321472167969,0.8690497875213623,0.032861328125,-0.002387689037277596,1600,0.0059366943,197.64902572631837,0.0003,0.2,-0.7497644936665893
39,472.6,97,79872,821,-254.79367739000006,215.6162872314453,0.9103659391403198,0.05224609375,-0.0018242489000840577,1610,0.0061693587,146.7078904479742,0.0003,0.2,-0.6916266554966569
40,456.51,99,81920,823,-252.86760977000003,16.940793991088867,0.8840074315667152,0.04609375,-0.00333844304914237,1620,0.0061557423,149.08397353887557,0.0003,0.2,-0.6648261966183782
41,448.41,101,83968,826,-248.18432501999996,143.95346069335938,0.8942313492298126,0.071728515625,-0.0018578523740870878,1630,0.0032505677,151.56148823052644,0.0003,0.2,-0.7300504280254245
42,450.03,104,86016,826,-248.83425959999997,44.0765266418457,0.8685202896595001,0.046728515625,-0.003397205215878785,1640,0.003965521,164.19551763534545,0.0003,0.2,-0.6249119165353477
43,447.82,106,88064,829,-248.89355867999998,21.596641540527344,0.9425160251557827,0.0740234375,-0.0009606451363652013,1650,0.0064302143,69.08651383817195,0.0003,0.2,-0.6659644404426217
44,454.68,108,90112,827,-247.19575185999997,50.677310943603516,0.8797811791300774,0.039892578125,-0.001961602397932438,1660,0.0046658227,158.98123288750648,0.0003,0.2,-0.6341058916412294
1,516.6666666666666,1,2048,1143,33.354263,7.415532112121582,0.8458826988935471,0.0791015625,-0.004152326277107932,1670,0.0069408463,147.4524249635637,0.0003,0.2,-0.718146524950862
2,584.5714285714286,4,4096,920,70.40489628571429,192.86471557617188,0.47143322229385376,0.102978515625,-0.005271371552589698,1680,0.00968907,150.65218484401703,0.0003,0.2,-0.7205995811149478
3,590.6,7,6144,865,68.6754177,448.51043701171875,0.39842939376831055,0.05361328125,-0.0022284179365669845,1690,0.00801792,102.83761273771525,0.0003,0.2,-0.6962633537128567
4,633.5833333333334,10,8192,789,66.99456425000001,13.58784294128418,0.6811805069446564,0.10146484375,-0.0060099288515630175,1700,0.008947562,71.69274193644523,0.0003,0.2,-0.7141012186184525
5,614.125,12,10240,791,60.3173225,60.740081787109375,0.5235019028186798,0.03671875,-0.002452663738586125,1710,0.00444669,77.17012605965138,0.0003,0.2,-0.6285724228248
6,657.0,15,12288,778,55.74451288888889,17.765348434448242,0.6138831675052643,0.04921875,-0.0031316638720454647,1720,0.0047607766,132.6196079939604,0.0003,0.2,-0.6823406543582677
7,622.2173913043479,18,14336,768,57.39167613043478,3.162567615509033,0.7628795206546783,0.15146484375,-0.0013476731728587765,1730,0.0115724355,18.739252105727793,0.0003,0.2,-0.7297551300376653
8,604.7692307692307,21,16384,766,53.08906980769231,83.82273864746094,0.30787765979766846,0.01318359375,-0.001022299532633042,1740,0.002336834,243.52767862081527,0.0003,0.2,-0.7191132474690676
9,592.2,23,18432,770,61.94579846666667,31.1826171875,0.6152930557727814,0.024365234375,-0.002170102485251846,1750,0.004102245,148.90313516259192,0.0003,0.2,-0.6844781911000609
10,590.4411764705883,26,20480,773,56.19064647058823,32.426937103271484,0.48159468173980713,0.069873046875,-0.0035520145578630037,1760,0.009084033,162.56335049569606,0.0003,0.2,-0.6822693279013038
11,565.8461538461538,29,22528,775,51.01484348717948,11.630507469177246,0.5953619480133057,0.06298828125,-0.003581108681828482,1770,0.0066306875,140.47116653472185,0.0003,0.2,-0.7503678252920508
12,557.2272727272727,31,24576,772,56.58170625,49.350337982177734,0.561781108379364,0.047509765625,-0.0041188971332303485,1780,0.004513255,220.04263323247432,0.0003,0.2,-0.6959890138357878
13,541.1428571428571,34,26624,780,52.33217153061224,33.1885871887207,0.6194544732570648,0.09755859375,-0.006261066476145061,1790,0.010403102,137.4334031164646,0.0003,0.2,-0.7449955472722649
14,539.9056603773585,36,28672,780,50.43455650943396,107.81188201904297,0.42121827602386475,0.017919921875,-0.0011627336680248845,1800,0.002390095,260.7125179350376,0.0003,0.2,-0.697657161206007
15,526.948275862069,39,30720,784,55.06914984482759,86.68022918701172,0.5995332896709442,0.083349609375,-0.0031141819374170153,1810,0.005578423,145.50923280119895,0.0003,0.2,-0.719035834632814
16,514.5555555555555,41,32768,789,53.7163500952381,48.770851135253906,0.6715476214885712,0.03525390625,-0.0023860968991357367,1820,0.0036871112,116.42225340753794,0.0003,0.2,-0.7023378174751997
17,500.3333333333333,43,34816,794,52.49176107246377,38.71841049194336,0.6746521294116974,0.06650390625,-0.0061376099700282795,1830,0.013017834,160.64984216690064,0.0003,0.2,-0.6815302988514305
18,489.6933333333333,46,36864,798,44.25029216,248.1818389892578,0.6133490800857544,0.026171875,-0.0033883980719110695,1840,0.004195135,225.2805483967066,0.0003,0.2,-0.7144920079037547
19,489.56962025316454,48,38912,800,48.01980553164557,328.7440490722656,0.48693740367889404,0.02626953125,-0.004433734534541145,1850,0.0063559916,362.8291613399982,0.0003,0.2,-0.7565648196265101
20,480.08235294117645,51,40960,801,45.24498890588235,17.22416114807129,0.5828643143177032,0.03134765625,-0.0033213136659469454,1860,0.004213874,137.72241582274438,0.0003,0.2,-0.6621479214169085
21,477.3,53,43008,802,46.63692187777779,28.066865921020508,0.7409586310386658,0.093701171875,-0.0024924249803007113,1870,0.0077370494,187.21968158781527,0.0003,0.2,-0.6614435547031462
22,475.1063829787234,55,45056,804,46.669745414893626,10.901212692260742,0.8115137666463852,0.056005859375,-4.3462743633426726e-05,1880,0.0042621633,142.6485477089882,0.0003,0.2,-0.7159040324389935
23,471.19191919191917,58,47104,806,42.66512341414141,61.248687744140625,0.798640638589859,0.028759765625,-0.0045585565661895085,1890,0.0035081613,136.9604473620653,0.0003,0.2,-0.6997855734080076
24,467.88,60,49152,806,41.29472178999998,16.153236389160156,0.6604995727539062,0.03095703125,-0.0008121885301079601,1900,0.005828934,208.07574469447135,0.0003,0.2,-0.6484556280076503
25,469.1,63,51200,800,39.6573166,69.79552459716797,0.6643891632556915,0.0603515625,-0.00538542226786376,1910,0.0072580352,186.43575840890406,0.0003,0.2,-0.752021217904985
26,455.78,66,53248,800,39.847329620000004,11.338980674743652,0.6737617254257202,0.04453125,-0.0018012650991295232,1920,0.0052113626,105.38528051972389,0.0003,0.2,-0.7261142179369926
27,443.53,68,55296,803,40.65560078000001,9.102669715881348,0.6858382821083069,0.03740234375,-0.0016973482823232188,1930,0.002889792,130.45787432193757,0.0003,0.2,-0.7539257327094674
28,435.95,71,57344,805,43.18955463,121.93575286865234,0.7185140550136566,0.06728515625,-0.005434830042213434,1940,0.0072312057,135.71256093233825,0.0003,0.2,-0.7503240743651987
29,432.65,73,59392,805,45.905276429999994,12.664846420288086,0.7443307340145111,0.043115234375,-0.0026566885975626065,1950,0.0063775387,107.70528422296047,0.0003,0.2,-0.7396645490080118
30,433.25,76,61440,803,40.17545855,33.16053009033203,0.8221288472414017,0.0552734375,-0.0018681167319300584,1960,0.005260418,87.14156529009342,0.0003,0.2,-0.6647251410409808
31,440.37,78,63488,805,43.207312140000006,78.72264862060547,0.6999786198139191,0.0734375,-0.0036242460693756582,1970,0.0067797136,162.2325553715229,0.0003,0.2,-0.5717896318994462
32,445.05,81,65536,802,46.382644539999994,3.616222858428955,0.6463581621646881,0.041845703125,-0.0017775738255295438,1980,0.0058128852,78.70032562017441,0.0003,0.2,-0.6760883718729019
33,446.92,84,67584,800,47.41769084,15.783289909362793,0.5882888436317444,0.03583984375,-0.0023610564017872092,1990,0.005537837,88.70924183279276,0.0003,0.2,-0.5676309890113771
34,450.0,86,69632,803,45.880768079999996,35.89101791381836,0.6375530660152435,0.04072265625,-0.0029299714573426173,2000,0.005035121,107.3290881589055,0.0003,0.2,-0.6730982532724739
35,452.55,89,71680,801,50.485384839999995,30.54129409790039,0.653519332408905,0.038330078125,-0.005546878600580385,2010,0.0044528265,122.77740907669067,0.0003,0.2,-0.6790493378415704
36,455.62,91,73728,801,49.60913734999999,30.000953674316406,0.692497968673706,0.0837890625,-0.005976207081403118,2020,0.008535542,107.73847483694553,0.0003,0.2,-0.6973072865977883
37,454.9,94,75776,803,46.81231334,12.890949249267578,0.7929675430059433,0.056689453125,-0.00036035546982020604,2030,0.0051760282,72.5702145576477,0.0003,0.2,-0.6645633591338992
38,463.55,97,77824,801,43.6641356,359.440185546875,0.4958251118659973,0.064306640625,-0.0035126221904647537,2040,0.008304733,263.3940735578537,0.0003,0.2,-0.7651525761932134
39,467.76,99,79872,802,42.27035138000001,62.537681579589844,0.7763388752937317,0.053955078125,-0.0029541483403590974,2050,0.0051563457,169.96027876287698,0.0003,0.2,-0.6563216969370842
40,473.02,101,81920,803,42.32243015,27.535179138183594,0.4610607624053955,0.057861328125,-0.004698337451554835,2060,0.0074996315,148.87028993070126,0.0003,0.2,-0.7478597415611148
41,479.06,104,83968,803,47.807984850000004,17.595964431762695,0.6540845334529877,0.075537109375,-0.003465700567903696,2070,0.008258,175.11098627746105,0.0003,0.2,-0.6636497505009175
42,486.61,106,86016,804,51.27775841,35.687564849853516,0.78949074447155,0.0802734375,-0.005200112930833711,2080,0.010524816,104.47629531919956,0.0003,0.2,-0.644429880194366
43,483.22,109,88064,805,43.38839244,20.956504821777344,0.5032175183296204,0.062353515625,-0.0036141600212431513,2090,0.007385536,200.63294370770456,0.0003,0.2,-0.7695340374484658
44,488.56,111,90112,806,50.37402533,41.92403030395508,0.5131869316101074,0.093408203125,-0.007217036235306296,2100,0.009874634,226.9562268167734,0.0003,0.2,-0.7481733892112971
45,497.65,114,92160,807,49.743722749999996,35.06913375854492,0.5011138617992401,0.04580078125,-0.002727133874577703,2110,0.005053965,138.5189330101013,0.0003,0.2,-0.6354566715657711
46,497.15,117,94208,803,51.26495059,11.870675086975098,0.43266570568084717,0.03876953125,-0.0015267249364114832,2120,0.0047249994,95.51785023808479,0.0003,0.2,-0.6971568545326591
47,495.62,119,96256,806,52.09624527,77.625732421875,0.6514433026313782,0.072021484375,-0.003368941192093189,2130,0.010363911,190.79282939732076,0.0003,0.2,-0.6395226491615176
48,502.25,121,98304,807,53.71753436,83.82881164550781,0.629707008600235,0.0580078125,-0.003498934276649379,2140,0.008517291,268.74251294732096,0.0003,0.2,-0.7749293262138963
49,495.31,124,100352,808,52.308083319999994,31.430877685546875,0.6225962042808533,0.070556640625,-0.00021042162043158897,2150,0.014976911,131.09414630830287,0.0003,0.2,-0.6727569838985801
