time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/value_loss,train/n_updates,train/loss,train/approx_kl
28,57344,49,239.79,-134.80944762000001,1154,-0.003690678137354553,-0.6189911585301161,0.0003,0.7644248157739639,0.1345703125,0.2,210.95539585053922,1500,217.7556915283203,0.017036442
29,59392,51,245.86,-139.44087568,1154,-0.0027332766287145203,-0.540566799044609,0.0003,0.6689533591270447,0.03271484375,0.2,237.1599364697933,1510,18.37111473083496,0.0046065855
30,61440,53,257.83,-135.56792805000003,1147,-0.004239974490337773,-0.596343684848398,0.0003,0.7285985052585602,0.0791015625,0.2,252.78148587346078,1520,36.66153335571289,0.0061403387
31,63488,55,256.24,-134.99508106999997,1150,-0.003674156053602928,-0.4696885233744979,0.0003,0.6102392673492432,0.03125,0.2,220.31245331764222,1530,21.96555519104004,0.005528316
32,65536,56,253.78,-138.47769867999997,1152,-0.0024750830914854307,-0.62594551499933,0.0003,0.7190884947776794,0.029541015625,0.2,256.00833169817923,1540,20.741079330444336,0.0033474064
33,67584,58,261.27,-143.40034457000002,1147,-0.003412781126098707,-0.642233095690608,0.0003,0.6790259480476379,0.05888671875,0.2,307.6481419324875,1550,24.947017669677734,0.0043763057
34,69632,61,278.3,-140.17469205999998,1140,-0.0061685043143370425,-0.5992890568450093,0.0003,0.7678890973329544,0.12490234375,0.2,81.90961423814296,1560,376.7743225097656,0.01043855
35,71680,62,276.73,-143.44524791,1141,-0.001977522925881203,-0.5612576839514076,0.0003,0.7027227878570557,0.051953125,0.2,140.03766896426677,1570,34.16411590576172,0.0038783187
36,73728,64,276.84,-147.00926470999997,1143,-0.0027561012851947454,-0.48174946615472436,0.0003,0.7283552885055542,0.0400390625,0.2,286.5926306784153,1580,39.16412353515625,0.005239613
37,75776,66,277.69,-147.66239501,1145,-0.005177574872868717,-0.6232784688472748,0.0003,0.7033375203609467,0.0416015625,0.2,310.9282024383545,1590,90.68915557861328,0.0055212667
38,77824,68,287.71,-143.76647435,1144,-0.00227551683128695,-0.5823091826401651,0.0003,0.7140739858150482,0.022900390625,0.2,344.1363983631134,1600,59.457820892333984,0.0026479852
39,79872,69,291.91,-144.10243243,1145,-0.0024077774745819625,-0.5736350810155273,0.0003,0.7793451547622681,0.03056640625,0.2,178.5175078392029,1610,314.8335876464844,0.00390318
40,81920,71,289.76,-138.2007077,1146,-0.0052792809845414014,-0.5677028489299119,0.0003,0.7907044887542725,0.06015625,0.2,257.49754016399385,1620,775.3909301757812,0.004695585
41,83968,73,301.3,-132.99511756,1141,-0.0022504067041154486,-0.5562745834700763,0.0003,0.8476987183094025,0.056201171875,0.2,186.35018689632415,1630,19.909530639648438,0.004512178
42,86016,75,305.53,-126.27308491000004,1141,-0.006027355085097952,-0.5800306464545428,0.0003,0.8683609664440155,0.14716796875,0.2,110.4731631398201,1640,15.07744312286377,0.023695285
43,88064,77,309.02,-125.27275138999998,1140,-0.002308087647543289,-0.4684241209179163,0.0003,0.806889221072197,0.031005859375,0.2,133.11035068184137,1650,297.9947814941406,0.003301167
44,90112,78,310.82,-121.85788751000001,1143,-0.0015613729890901595,-0.5149003542028368,0.0003,0.7360755205154419,0.01611328125,0.2,236.42361400723456,1660,45.77088165283203,0.001558583
45,92160,80,310.41,-118.8583005,1142,-0.0025052885393961333,-0.4051117401570082,0.0003,0.7182486057281494,0.018505859375,0.2,193.16825243234635,1670,46.42315673828125,0.0020389538
46,94208,82,308.99,-119.03269291000001,1143,-0.0011078909097705036,-0.5789815130643546,0.0003,0.7628168314695358,0.071337890625,0.2,102.49792563319207,1680,5.326442241668701,0.004829077
47,96256,84,309.02,-116.17618718,1144,-0.001249902333074715,-0.602451549563557,0.0003,0.7586038708686829,0.044189453125,0.2,253.0974492430687,1690,347.7279968261719,0.006116945
48,98304,85,288.09,-118.98894043,1147,-0.002009462201385759,-0.5298142040148377,0.0003,0.778604120016098,0.02333984375,0.2,156.70613802075385,1700,70.79402923583984,0.0049647335
49,100352,87,286.77,-122.1178499,1148,-0.004358888150454732,-0.6226133238524199,0.0003,0.68604776263237,0.041162109375,0.2,351.26625324487685,1710,75.18504333496094,0.0042608804
